cluster_id,name,cg_name,ra_deg,dec_deg,radius_deg,dist_pc,age_gyr,n_members
ruprecht_102,Cl Ruprecht 102,Ruprecht_102,183.393,-62.719,0.25,3126.0,0.4365,47
ruprecht_94,Cl Ruprecht 94,Ruprecht_94,172.772,-63.426,0.532,2244.0,0.0245,47
skiff_j0614+12.9,NAME Skiff J0614+12.9,Skiff_J0614+12.9,93.691,12.87,0.25,3500.0,0.302,47
teutsch_28,Teutsch 28,Teutsch_28,307.059,35.103,0.25,4168.0,1.9055,47
ubc_1,UBC 1,UBC_1,287.87,56.801,1.663,326.0,0.0692,47
ubc_156,UBC 156,UBC_156,321.715,49.114,0.25,2343.0,0.2512,47
ubc_21,UBC 21,UBC_21,130.455,-20.747,2.0,919.0,0.302,47
ubc_359,UBC 359,UBC_359,284.793,10.342,0.348,2921.0,0.0851,47
ubc_41,UBC 41,UBC_41,23.255,59.797,0.25,2504.0,0.0646,47
ubc_44,UBC 44,UBC_44,31.11,54.359,0.25,2737.0,0.8128,47
ubc_49,UBC 49,UBC_49,60.217,59.198,0.25,2774.0,2.6303,47
ubc_490,UBC 490,UBC_490,140.563,-53.872,0.25,2743.0,0.0398,47
ubc_53,UBC 53,UBC_53,59.821,47.395,0.25,1692.0,0.4786,47
ubc_671,UBC 671,UBC_671,253.992,-43.207,0.25,2320.0,0.1698,47
upk_12,UPK 12,UPK_12,288.805,-22.143,0.542,628.0,0.1995,47
upk_402,UPK 402,UPK_402,87.515,2.822,0.473,433.0,0.0072,47
waterloo_1,Cl Waterloo 1,Waterloo_1,64.682,52.863,0.25,4670.0,0.0166,47
ascc_29,[KPR2005] 29,ASCC_29,103.571,-1.67,0.343,1057.0,0.0933,46
ascc_30,[KPR2005] 30,ASCC_30,104.271,-6.23,0.675,1067.0,0.1738,46
bh_78,Cl VDBH 78,BH_78,145.952,-56.574,0.25,5400.0,0.3388,46
fsr_0241,[FSR2007] 0241,FSR_0241,300.763,46.196,0.25,2020.0,1.3183,46
fsr_0537,[FSR2007] 0537,FSR_0537,19.698,60.358,0.25,3391.0,0.0794,46
fsr_1530,[FSR2007] 1530,FSR_1530,152.216,-57.288,0.25,5421.0,1.0715,46
gulliver_20,Cl Gulliver 20,Gulliver_20,273.736,11.082,1.76,429.0,0.1778,46
gulliver_31,Cl Gulliver 31,Gulliver_31,301.912,38.232,0.25,2493.0,0.1445,46
gulliver_37,Cl Gulliver 37,Gulliver_37,292.077,25.347,0.263,1438.0,0.3548,46
pismis_11,Cl Pismis 11,Pismis_11,138.974,-50.006,0.25,2807.0,0.0033,46
ruprecht_8,Cl Ruprecht 8,Ruprecht_8,105.424,-13.539,0.367,2251.0,0.3981,46
ubc_108,UBC 108,UBC_108,281.611,-5.181,0.278,1585.0,0.7413,46
ubc_14,UBC 14,UBC_14,294.746,3.703,2.0,752.0,0.0525,46
ubc_240,UBC 240,UBC_240,121.312,-33.036,0.25,2608.0,0.1349,46
ubc_580,UBC 580,UBC_580,303.206,35.92,0.25,500.0,0.1,46
upk_265,UPK 265,UPK_265,31.915,65.449,0.85,889.0,0.0871,46
upk_433,UPK 433,UPK_433,103.455,-5.729,0.782,787.0,0.182,46
upk_508,UPK 508,UPK_508,135.775,-34.942,0.48,831.0,0.1,46
upk_55,UPK 55,UPK_55,296.812,10.428,0.647,769.0,0.2138,46
ascc_87,[KPR2005] 87,ASCC_87,255.658,-28.421,0.867,774.0,0.0832,45
alessi_1,Cl Alessi 1,Alessi_1,13.343,49.536,0.623,689.0,1.4454,45
bh_19,Cl VDBH 19,BH_19,121.768,-32.355,0.25,4563.0,0.309,45
basel_4,Cl Basel 4,Basel_4,87.242,30.19,0.25,3322.0,0.1122,45
berkeley_19,Cl Berkeley 19,Berkeley_19,81.014,29.575,0.25,6568.0,2.1878,45
berkeley_73,Cl Berkeley 73,Berkeley_73,95.52,-6.321,0.25,6158.0,1.4125,45
czernik_16,Cl Czernik 16,Czernik_16,52.754,52.612,0.25,2751.0,0.3236,45
czernik_18,Cl Czernik 18,Czernik_18,66.963,30.936,0.25,1325.0,0.5248,45
czernik_27,Cl Czernik 27,Czernik_27,105.83,6.382,0.25,4313.0,0.871,45
fsr_0357,[FSR2007] 0357,FSR_0357,337.723,53.951,0.25,4334.0,0.1202,45
ngc_146,NGC 146,NGC_146,8.262,63.316,0.25,3141.0,0.0355,45
ngc_7160,NGC 7160,NGC_7160,328.448,62.589,0.25,903.0,0.0145,45
ruprecht_42,Cl Ruprecht 42,Ruprecht_42,119.407,-25.92,0.25,6560.0,0.3388,45
ubc_172,UBC 172,UBC_172,343.401,54.336,0.25,2467.0,0.2042,45
ubc_237,UBC 237,UBC_237,118.572,-29.718,0.25,1789.0,0.0661,45
ubc_239,UBC 239,UBC_239,123.763,-30.155,0.25,2147.0,0.2754,45
ubc_39,UBC 39,UBC_39,19.817,61.019,0.25,2045.0,0.1479,45
ubc_478,UBC 478,UBC_478,119.399,-44.648,0.25,2859.0,1.349,45
ubc_494,UBC 494,UBC_494,143.863,-57.313,0.25,3524.0,0.6918,45
ubc_521,UBC 521,UBC_521,187.576,-64.16,0.25,2594.0,0.9333,45
upk_305,UPK 305,UPK_305,41.127,39.027,2.0,408.0,0.1413,45
upk_46,UPK 46,UPK_46,294.707,-1.363,0.905,693.0,0.1549,45
czernik_3,Cl Czernik 3,Czernik_3,15.78,62.787,0.25,4415.0,0.3467,44
dias_2,Cl Dias 2,Dias_2,92.291,4.573,0.25,4009.0,1.7378,44
fsr_0551,[FSR2007] 0551,FSR_0551,24.938,64.878,0.25,976.0,0.0135,44
fsr_1207,[FSR2007] 1207,FSR_1207,106.883,-13.328,0.25,2513.0,0.2399,44
gulliver_41,Cl Gulliver 41,Gulliver_41,277.718,-12.429,0.25,500.0,0.1,44
haffner_20,Cl Haffner 20,Haffner_20,119.061,-30.369,0.25,4341.0,0.195,44
koposov_63,[KGZ2008] 63,Koposov_63,92.499,24.567,0.25,3780.0,1.9498,44
ngc_1220,NGC 1220,NGC_1220,47.92,53.344,0.25,3064.0,0.049,44
ngc_2343,NGC 2343,NGC_2343,107.029,-10.619,0.25,1088.0,0.0871,44
ngc_6520,NGC 6520,NGC_6520,270.856,-27.884,0.25,1663.0,0.123,44
pismis_8,Cl Pismis 8,Pismis_8,130.407,-46.272,0.25,1903.0,0.0324,44
stock_4,Cl Stock 4,Stock_4,28.039,57.055,0.408,1322.0,0.0708,44
teutsch_145,Teutsch 145,Teutsch_145,280.617,-5.249,0.25,3545.0,0.4169,44
ubc_11,UBC 11,UBC_11,246.666,-59.936,2.0,444.0,0.0676,44
ubc_251,UBC 251,UBC_251,140.447,-51.252,0.25,1865.0,0.0933,44
ubc_312,UBC 312,UBC_312,244.235,-50.721,0.25,2516.0,0.7943,44
ubc_374,UBC 374,UBC_374,305.698,38.939,0.28,1637.0,1.2882,44
ubc_4,UBC 4,UBC_4,61.002,35.347,2.0,604.0,0.5248,44
ubc_454,UBC 454,UBC_454,109.278,-20.661,0.25,3278.0,0.2512,44
upk_385,UPK 385,UPK_385,75.647,13.02,0.877,321.0,0.0117,44
upk_398,UPK 398,UPK_398,85.994,7.021,0.68,448.0,0.0107,44
upk_502,UPK 502,UPK_502,124.371,-37.798,0.367,715.0,0.0724,44
upk_552,UPK 552,UPK_552,158.509,-47.263,1.598,324.0,0.1175,44
bh_150,Cl VDBH 150,BH_150,204.506,-63.346,0.25,5580.0,0.0219,43
bh_67,Cl VDBH 67,BH_67,141.687,-51.273,0.25,8167.0,0.6166,43
czernik_42,Cl Czernik 42,Czernik_42,339.896,59.908,0.25,4422.0,0.0708,43
dbsb_3,[DBS2003] 3,DBSB_3,107.579,-18.434,0.25,3238.0,0.0038,43
fsr_0166,[FSR2007] 0166,FSR_0166,303.385,25.43,0.25,2800.0,2.8184,43
fsr_0498,[FSR2007] 0498,FSR_0498,7.317,62.389,0.293,2674.0,0.0537,43
fsr_0811,[FSR2007] 0811,FSR_0811,94.105,36.377,0.25,3094.0,0.4074,43
gulliver_12,Cl Gulliver 12,Gulliver_12,181.174,-61.308,0.25,1722.0,0.2138,43
gulliver_16,Cl Gulliver 16,Gulliver_16,23.433,60.751,0.25,4886.0,0.1413,43
gulliver_26,Cl Gulliver 26,Gulliver_26,80.689,35.27,0.25,2671.0,0.3802,43
ruprecht_34,Cl Ruprecht 34,Ruprecht_34,116.478,-20.386,0.25,2525.0,0.4571,43
sai_4,SAI 4,SAI_4,5.895,62.712,0.25,3226.0,0.1047,43
teutsch_14a,Teutsch 14a,Teutsch_14a,270.873,-22.12,0.25,500.0,0.1,43
ubc_10a,UBC 10a,UBC_10a,324.652,62.206,1.28,873.0,0.0141,43
ubc_177,UBC 177,UBC_177,339.659,67.044,0.357,1149.0,0.0275,43
ubc_241,UBC 241,UBC_241,127.069,-31.007,0.25,4389.0,0.1778,43
ubc_262,UBC 262,UBC_262,160.562,-60.48,0.25,3356.0,0.182,43
ubc_33,UBC 33,UBC_33,7.36,60.498,0.283,1586.0,0.138,43
ubc_345,UBC 345,UBC_345,276.005,-12.256,0.323,2005.0,0.0145,43
ubc_427,UBC 427,UBC_427,71.783,49.035,0.25,3130.0,0.6026,43
ubc_453,UBC 453,UBC_453,109.524,-20.295,0.25,4501.0,0.1096,43
ubc_524,UBC 524,UBC_524,192.623,-60.996,0.25,3046.0,0.8318,43
upk_604,UPK 604,UPK_604,224.4,-59.75,0.703,703.0,0.0427,43
bh_54,Cl VDBH 54,BH_54,132.413,-44.353,0.25,2245.0,0.0087,42
berkeley_4,Cl Berkeley 4,Berkeley_4,11.291,64.391,0.25,3121.0,0.0214,42
coin_gaia_4,[CKS2019] COIN-Gaia 4,COIN-Gaia_4,26.129,58.756,0.268,2205.0,0.0537,42
dbsb_100,[DBS2003] 100,DBSB_100,245.106,-50.902,0.25,500.0,0.1,42
gulliver_10,Cl Gulliver 10,Gulliver_10,123.09,-38.676,0.458,613.0,0.0093,42
gulliver_42,Cl Gulliver 42,Gulliver_42,303.935,37.851,0.25,500.0,0.1,42
ruprecht_105,Cl Ruprecht 105,Ruprecht_105,188.694,-61.592,0.265,2050.0,0.389,42
ruprecht_130,Cl Ruprecht 130,Ruprecht_130,266.9,-30.098,0.25,2345.0,0.3981,42
ubc_102,UBC 102,UBC_102,280.613,-6.904,0.25,1877.0,0.3311,42
ubc_187,UBC 187,UBC_187,37.868,72.346,0.535,859.0,0.0178,42
ubc_297,UBC 297,UBC_297,218.081,-62.222,0.25,2717.0,0.3548,42
ubc_355,UBC 355,UBC_355,281.923,-3.817,0.25,1843.0,0.0245,42
ubc_361,UBC 361,UBC_361,290.003,15.159,0.25,1474.0,0.0363,42
ubc_384,UBC 384,UBC_384,328.718,52.821,0.25,2307.0,0.0676,42
ubc_397,UBC 397,UBC_397,347.721,58.627,0.25,3571.0,0.0692,42
upk_131,UPK 131,UPK_131,315.517,45.391,0.465,964.0,0.537,42
upk_155,UPK 155,UPK_155,311.731,60.867,1.248,838.0,0.2138,42
upk_18,UPK 18,UPK_18,280.763,-15.325,0.413,782.0,0.7244,42
upk_26,UPK 26,UPK_26,283.438,-9.847,0.757,855.0,0.0724,42
upk_627,UPK 627,UPK_627,245.354,-53.089,1.24,533.0,0.4677,42
upk_94,UPK 94,UPK_94,304.778,27.618,0.615,950.0,0.1349,42
alessi_teutsch_12,NAME Alessi-Teutsch 12,Alessi_Teutsch_12,255.421,-58.981,1.222,641.0,0.0871,41
auner_1,Cl Auner 1,Auner_1,106.06,-19.748,0.25,8984.0,3.0903,41
bh_92,Cl VDBH 92,BH_92,154.779,-56.425,0.25,2384.0,0.2138,41
berkeley_64,Cl Berkeley 64,Berkeley_64,35.428,65.888,0.25,4775.0,1.2303,41
fsr_1209,[FSR2007] 1209,FSR_1209,106.785,-13.827,0.25,5467.0,0.2818,41
gulliver_45,Cl Gulliver 45,Gulliver_45,104.617,3.104,0.25,3332.0,3.0903,41
hogg_17,Cl Hogg 17,Hogg_17,218.459,-61.326,0.25,2277.0,0.1479,41
koposov_53,[KGZ2008] 53,Koposov_53,92.221,26.264,0.25,5143.0,0.0162,41
kronberger_80,Kronberger 80,Kronberger_80,317.954,52.379,0.25,500.0,0.1,41
ngc_3324,NGC 3324,NGC_3324,159.341,-58.615,0.25,2389.0,0.0107,41
pismis_22,Cl Pismis 22,Pismis_22,243.552,-51.869,0.25,500.0,0.1,41
riddle_4,Riddle 4,Riddle_4,31.862,60.26,0.25,3073.0,0.0269,41
ruprecht_151,Cl Ruprecht 151,Ruprecht_151,115.315,-16.279,0.283,1126.0,0.4467,41
sai_14,SAI 14,SAI_14,21.504,62.624,0.25,3999.0,1.349,41
teutsch_61,Teutsch 61,Teutsch_61,113.661,-19.793,0.25,2978.0,0.0457,41
teutsch_85,Teutsch 85,Teutsch_85,258.309,-39.718,0.25,500.0,0.1,41
ubc_94,UBC 94,UBC_94,269.643,-24.646,0.255,1276.0,0.2818,41
ubc_96,UBC 96,UBC_96,273.777,-16.314,0.253,1554.0,0.166,41
upk_587,UPK 587,UPK_587,200.909,-49.907,1.147,900.0,0.1175,41
upk_614,UPK 614,UPK_614,231.204,-53.967,0.48,893.0,0.1,41
upk_90,UPK 90,UPK_90,299.777,28.422,0.435,791.0,0.049,41
berkeley_61,Cl Berkeley 61,Berkeley_61,12.04,67.199,0.25,2922.0,0.182,40
fsr_0771,[FSR2007] 0771,FSR_0771,75.919,32.157,0.288,1529.0,0.2818,40
fsr_0935,[FSR2007] 0935,FSR_0935,98.778,17.74,0.25,2577.0,0.3388,40
fsr_1260,[FSR2007] 1260,FSR_1260,112.088,-19.679,0.25,2989.0,0.1413,40
ngc_5764,NGC 5764,NGC_5764,223.389,-52.667,0.25,2002.0,1.3183,40
ngc_7226,NGC 7226,NGC_7226,332.605,55.398,0.25,4500.0,0.4786,40
ngc_7281,NGC 7281,NGC_7281,336.259,57.869,0.345,2250.0,0.0355,40
ruprecht_107,Cl Ruprecht 107,Ruprecht_107,199.937,-64.944,0.25,3464.0,0.2042,40
ruprecht_148,Cl Ruprecht 148,Ruprecht_148,71.638,44.711,0.25,3401.0,0.0437,40
saurer_2,Cl Saurer 2,Saurer_2,126.366,-39.64,0.25,6433.0,1.6218,40
teutsch_12,Teutsch 12,Teutsch_12,96.428,13.611,0.25,3865.0,0.8318,40
ubc_10b,UBC 10b,UBC_10b,327.047,61.032,1.185,1006.0,0.0562,40
ubc_158,UBC 158,UBC_158,323.818,53.655,0.25,2169.0,0.1514,40
ubc_228,UBC 228,UBC_228,118.378,-22.392,0.25,2896.0,0.8128,40
ubc_337,UBC 337,UBC_337,271.722,-24.649,0.25,1659.0,0.0417,40
ubc_372,UBC 372,UBC_372,302.375,38.291,0.25,3230.0,0.1148,40
ubc_468,UBC 468,UBC_468,116.591,-30.762,0.515,4164.0,0.011,40
ubc_554,UBC 554,UBC_554,256.116,-41.67,0.25,1801.0,0.0603,40
upk_282,UPK 282,UPK_282,30.347,43.787,0.45,779.0,0.0759,40
upk_394,UPK 394,UPK_394,78.808,6.291,0.375,795.0,0.2089,40
upk_624,UPK 624,UPK_624,254.138,-60.422,1.198,317.0,0.0398,40
upk_629,UPK 629,UPK_629,255.222,-55.976,1.182,945.0,0.5248,40
berkeley_75,Cl Berkeley 75,Berkeley_75,102.252,-23.999,0.25,8304.0,1.6982,39
berkeley_94,Cl Berkeley 94,Berkeley_94,335.711,55.862,0.25,4097.0,0.0155,39
coin_gaia_18,[CKS2019] COIN-Gaia 18,COIN-Gaia_18,78.408,35.498,0.597,1027.0,0.1778,39
dolidze_8,Cl Dolidze 8,Dolidze_8,306.129,42.3,0.25,1053.0,0.0155,39
eso_092_05,ESO 092-05,ESO_092_05,150.801,-64.755,0.25,12444.0,4.4668,39
fsr_0172,[FSR2007] 0172,FSR_0172,300.004,29.215,0.25,3372.0,0.1585,39
fsr_0553,[FSR2007] 0553,FSR_0553,25.226,64.521,0.25,2974.0,3.3884,39
gulliver_25,Cl Gulliver 25,Gulliver_25,52.011,45.152,0.828,1356.0,0.3631,39
gulliver_51,Cl Gulliver 51,Gulliver_51,30.335,63.801,0.25,1536.0,0.3631,39
haffner_19,Cl Haffner 19,Haffner_19,118.193,-26.274,0.25,5472.0,0.0363,39
loden_46,Cl Loden 46,Loden_46,155.884,-54.667,0.818,1105.0,0.8318,39
ruprecht_41,Cl Ruprecht 41,Ruprecht_41,118.443,-26.992,0.25,4322.0,0.1445,39
ruprecht_71,Cl Ruprecht 71,Ruprecht_71,132.316,-46.875,0.25,1844.0,0.0214,39
ruprecht_75,Cl Ruprecht 75,Ruprecht_75,140.486,-56.314,0.25,3938.0,1.6982,39
trumpler_35,Cl Trumpler 35,Trumpler_35,280.741,-4.215,0.25,2784.0,0.0389,39
ubc_114,UBC 114,UBC_114,286.446,-0.399,0.258,1517.0,0.0501,39
ubc_141,UBC 141,UBC_141,313.576,35.686,0.25,1315.0,2.0893,39
ubc_167,UBC 167,UBC_167,324.786,62.332,0.307,931.0,0.0219,39
ubc_204,UBC 204,UBC_204,102.371,12.045,0.25,4607.0,0.0148,39
ubc_550,UBC 550,UBC_550,252.65,-45.07,0.25,2589.0,0.0468,39
ubc_552,UBC 552,UBC_552,254.724,-42.06,0.25,2446.0,0.0112,39
ubc_640,UBC 640,UBC_640,120.586,-27.873,0.255,4692.0,0.0871,39
ubc_645,UBC 645,UBC_645,123.855,-33.814,0.38,5034.0,0.9333,39
upk_495,UPK 495,UPK_495,105.863,-40.886,2.0,660.0,0.4365,39
upk_526,UPK 526,UPK_526,115.198,-52.839,2.0,624.0,0.0309,39
upk_594,UPK 594,UPK_594,219.173,-67.975,1.478,936.0,0.1514,39
upk_626,UPK 626,UPK_626,239.788,-50.381,0.673,507.0,0.2138,39
berkeley_101,Cl Berkeley 101,Berkeley_101,353.213,64.209,0.25,4272.0,0.3802,38
fsr_1284,[FSR2007] 1284,FSR_1284,109.992,-24.535,0.25,2330.0,0.5888,38
fsr_1315,[FSR2007] 1315,FSR_1315,117.159,-26.974,0.25,4458.0,0.0813,38
fsr_1441,[FSR2007] 1441,FSR_1441,129.88,-47.098,0.25,4338.0,0.7079,38
fsr_1595,[FSR2007] 1595,FSR_1595,176.771,-62.639,0.25,5384.0,0.6918,38
king_17,Cl King 17,King_17,77.09,39.069,0.25,4106.0,0.0525,38
markarian_50,Cl Mrk 50,Markarian_50,348.806,60.448,0.25,3198.0,0.0115,38
ruprecht_19,Cl Ruprecht 19,Ruprecht_19,111.48,-21.844,0.335,1409.0,0.0724,38
stock_20,Cl Stock 20,Stock_20,6.318,62.624,0.25,2598.0,0.0191,38
ubc_125,UBC 125,UBC_125,288.881,22.968,0.345,1332.0,0.5754,38
ubc_137,UBC 137,UBC_137,301.131,35.237,0.25,2438.0,0.2884,38
ubc_253,UBC 253,UBC_253,139.532,-56.015,0.25,1573.0,0.2239,38
ubc_317,UBC 317,UBC_317,250.65,-47.894,0.25,2179.0,0.3236,38
ubc_338,UBC 338,UBC_338,271.535,-24.233,0.25,1600.0,0.2344,38
ubc_424,UBC 424,UBC_424,50.967,51.237,0.25,2251.0,0.389,38
ubc_450,UBC 450,UBC_450,110.103,-19.353,0.31,3040.0,0.0692,38
ubc_553,UBC 553,UBC_553,253.51,-41.271,0.258,1583.0,0.0132,38
upk_79,UPK 79,UPK_79,303.989,21.447,0.925,922.0,0.1738,38
berkeley_20,Cl Berkeley 20,Berkeley_20,83.152,0.185,0.25,8728.0,4.7863,37
berkeley_65,Cl Berkeley 65,Berkeley_65,39.768,60.403,0.25,2282.0,0.0977,37
berkeley_76,Cl Berkeley 76,Berkeley_76,106.672,-11.735,0.25,4746.0,1.6596,37
czernik_44,Cl Czernik 44,Czernik_44,353.415,61.954,0.25,4399.0,0.138,37
fsr_0296,[FSR2007] 0296,FSR_0296,320.976,49.925,0.25,3315.0,0.3162,37
fsr_0494,[FSR2007] 0494,FSR_0494,6.416,63.754,0.25,4073.0,0.8913,37
fsr_1163,[FSR2007] 1163,FSR_1163,104.81,-9.078,0.25,2345.0,1.349,37
ngc_2269,NGC 2269,NGC_2269,100.818,4.628,0.25,2187.0,0.2042,37
ruprecht_50,Cl Ruprecht 50,Ruprecht_50,120.872,-30.873,0.25,2157.0,0.4571,37
ruprecht_76,Cl Ruprecht 76,Ruprecht_76,141.077,-51.651,0.25,1940.0,0.309,37
teutsch_103,Teutsch 103,Teutsch_103,142.145,-46.607,0.25,2800.0,0.3631,37
ubc_126,UBC 126,UBC_126,294.985,20.054,0.25,2482.0,0.02,37
ubc_368,UBC 368,UBC_368,302.847,36.512,0.275,2074.0,0.0224,37
ubc_383,UBC 383,UBC_383,330.72,49.114,0.288,1820.0,0.123,37
ubc_412,UBC 412,UBC_412,12.987,63.785,0.362,3480.0,0.0214,37
ubc_545,UBC 545,UBC_545,248.527,-48.881,0.25,2575.0,0.0355,37
ubc_653,UBC 653,UBC_653,160.101,-59.0,0.285,2510.0,0.0309,37
ubc_77,UBC 77,UBC_77,89.19,16.997,0.25,1674.0,0.0501,37
upk_379,UPK 379,UPK_379,94.071,30.794,1.442,772.0,0.4571,37
upk_607,UPK 607,UPK_607,225.058,-57.148,0.367,919.0,0.0155,37
upk_66,UPK 66,UPK_66,305.39,13.509,0.725,666.0,0.1479,37
coin_gaia_20,[CKS2019] COIN-Gaia 20,COIN-Gaia_20,78.634,31.691,0.645,1044.0,0.0851,36
czernik_39,Cl Czernik 39,Czernik_39,286.926,4.337,0.25,3265.0,0.138,36
dbsb_101,[DBS2003] 101,DBSB_101,242.631,-49.014,0.25,1871.0,0.0112,36
gulliver_39,Cl Gulliver 39,Gulliver_39,163.697,-58.05,0.25,2536.0,0.6166,36
harvard_20,Cl Harvard 20,Harvard_20,298.321,18.345,0.25,1898.0,0.1445,36
ngc_2645,NGC 2645,NGC_2645,129.774,-46.235,0.25,1763.0,0.0257,36
ngc_5606,NGC 5606,NGC_5606,216.946,-59.632,0.25,2493.0,0.0182,36
ngc_7129,NGC 7129,NGC_7129,325.74,66.114,0.25,878.0,0.0214,36
ubc_13,UBC 13,UBC_13,120.914,3.54,2.0,629.0,0.182,36
ubc_364,UBC 364,UBC_364,306.276,29.74,0.25,1902.0,0.3236,36
ubc_410,UBC 410,UBC_410,6.999,62.925,0.25,2628.0,0.038,36
ubc_445,UBC 445,UBC_445,108.501,-6.563,0.25,2751.0,0.3236,36
ubc_487,UBC 487,UBC_487,139.691,-51.6,0.25,1826.0,0.0263,36
ubc_57,UBC 57,UBC_57,62.981,42.723,0.25,2090.0,1.5136,36
ubc_586,UBC 586,UBC_586,301.081,46.8,0.278,2578.0,1.0965,36
ubc_662,UBC 662,UBC_662,178.897,-61.532,0.25,4249.0,0.0437,36
ubc_82,UBC 82,UBC_82,95.878,8.369,0.25,2336.0,0.2754,36
ubc_87,UBC 87,UBC_87,60.53,56.419,0.25,2491.0,0.0417,36
upk_24,UPK 24,UPK_24,282.646,-10.788,2.0,502.0,0.2692,36
upk_630,UPK 630,UPK_630,249.193,-51.304,0.26,892.0,0.1122,36
berkeley_92,Cl Berkeley 92,Berkeley_92,321.206,57.528,0.25,7282.0,2.7542,35
czernik_1,Cl Czernik 1,Czernik_1,1.906,61.476,0.25,3124.0,0.0372,35
czernik_10,Cl Czernik 10,Czernik_10,38.483,60.167,0.25,4387.0,0.2188,35
fsr_0866,[FSR2007] 0866,FSR_0866,103.823,29.745,0.25,1250.0,2.138,35
fsr_0948,[FSR2007] 0948,FSR_0948,96.48,15.859,0.25,4098.0,0.537,35
fsr_1399,[FSR2007] 1399,FSR_1399,131.035,-39.352,0.25,2920.0,0.9772,35
ic_2157,IC 2157,IC_2157,91.183,24.091,0.25,2020.0,0.1514,35
ngc_2367,NGC 2367,NGC_2367,110.031,-21.867,0.25,2276.0,0.0141,35
pismis_27,Cl Pismis 27,Pismis_27,92.719,20.617,0.25,1883.0,0.0054,35
ruprecht_35,Cl Ruprecht 35,Ruprecht_35,116.548,-31.278,0.25,3970.0,0.055,35
sher_1,Cl Sher 1,Sher_1,165.262,-60.233,0.25,6066.0,0.0132,35
ubc_231,UBC 231,UBC_231,115.551,-26.305,0.25,2896.0,0.1175,35
ubc_236,UBC 236,UBC_236,117.653,-29.945,0.25,3356.0,0.0182,35
ubc_316,UBC 316,UBC_316,248.751,-47.992,0.25,1697.0,0.537,35
ubc_457,UBC 457,UBC_457,109.85,-21.407,0.25,2653.0,0.055,35
ubc_466,UBC 466,UBC_466,116.362,-27.239,0.25,4609.0,0.3981,35
ubc_506,UBC 506,UBC_506,159.233,-62.035,0.25,3399.0,0.2692,35
ubc_511,UBC 511,UBC_511,151.935,-70.747,0.273,1273.0,0.537,35
ubc_618,UBC 618,UBC_618,96.241,7.617,0.25,5004.0,0.7244,35
upk_113,UPK 113,UPK_113,317.505,34.347,0.637,717.0,0.049,35
upk_40,UPK 40,UPK_40,292.631,-6.882,1.69,666.0,0.537,35
waterloo_7,Cl Waterloo 7,Waterloo_7,111.532,-15.09,0.25,3560.0,0.0302,35
coin_gaia_34,[CKS2019] COIN-Gaia 34,COIN-Gaia_34,31.231,61.776,0.458,1022.0,0.2188,34
collinder_271,Cl Collinder 271,Collinder_271,202.453,-64.199,0.25,2613.0,0.0617,34
czernik_20,Cl Czernik 20,Czernik_20,80.129,39.545,0.25,3488.0,1.6596,34
czernik_8,Cl Czernik 8,Czernik_8,38.24,58.764,0.25,2845.0,0.2344,34
dbsb_7,[DBS2003] 7,DBSB_7,113.855,-18.677,0.265,2667.0,0.2754,34
fsr_0448,[FSR2007] 0448,FSR_0448,356.818,60.902,0.25,3217.0,0.389,34
fsr_1063,[FSR2007] 1063,FSR_1063,98.654,-0.265,0.25,2379.0,0.1096,34
fsr_1150,[FSR2007] 1150,FSR_1150,106.146,-6.621,0.25,3507.0,0.7079,34
gulliver_3,Cl Gulliver 3,Gulliver_3,122.536,-37.244,0.25,4435.0,0.1514,34
hogg_19,Cl Hogg 19,Hogg_19,247.236,-49.11,0.25,2558.0,0.0186,34
juchert_9,Juchert 9,Juchert_9,58.84,58.391,0.25,4770.0,0.0115,34
ngc_2588,NGC 2588,NGC_2588,125.797,-32.972,0.25,4673.0,0.5495,34
ngc_6178,NGC 6178,NGC_6178,248.939,-45.635,0.25,913.0,0.0166,34
sai_108,SAI 108,SAI_108,144.729,-52.947,0.25,3606.0,0.1202,34
turner_9,Cl Turner 9,Turner_9,296.165,29.494,0.378,1774.0,0.309,34
ubc_163,UBC 163,UBC_163,330.873,55.643,0.25,1527.0,0.6166,34
ubc_19,UBC 19,UBC_19,56.336,29.827,0.635,416.0,0.0069,34
ubc_220,UBC 220,UBC_220,110.65,-17.174,0.25,3157.0,0.3162,34
ubc_390,UBC 390,UBC_390,338.707,58.276,0.25,3888.0,0.0832,34
ubc_441,UBC 441,UBC_441,99.998,-3.613,0.25,1991.0,0.1738,34
ubc_505,UBC 505,UBC_505,160.939,-60.107,0.25,3511.0,0.6026,34
ubc_51,UBC 51,UBC_51,59.648,52.56,0.37,1051.0,0.01,34
ubc_548,UBC 548,UBC_548,250.353,-46.11,0.25,2379.0,0.4169,34
upk_126,UPK 126,UPK_126,311.768,43.816,0.25,796.0,0.0135,34
upk_294,UPK 294,UPK_294,60.902,66.176,1.79,811.0,0.1738,34
bdsb30,[BDS2003] 30,BDSB30,333.667,61.433,0.25,500.0,0.1,33
berkeley_103,Cl Berkeley 103,Berkeley_103,356.303,59.297,0.25,6060.0,1.0965,33
czernik_12,Cl Czernik 12,Czernik_12,39.853,54.922,0.25,1919.0,1.349,33
kronberger_69,Kronberger 69,Kronberger_69,300.499,31.42,0.25,2680.0,0.0407,33
ldn_988e,NAME [C86] L988 e Cluster,LDN_988e,316.027,50.245,0.25,500.0,0.1,33
